id,created_at,provider_name,sku_provider,raw_title,price,currency,metadata,status,normalized_product_id
1957,2025-12-26 19:27:02.185445+00,Grupo Coresa,COR-181201-00002404,Capacitor de Trabajo Mars 12908 10Mfd 370V Ovalado,48.01,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-10-mfd-370v-ovalado-4042"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777222.1656868,""category_origin"":""capacitores-transformadores-contactores""}",error,
1958,2025-12-26 19:27:02.185445+00,Grupo Coresa,COR-181201-00002484,Contactor Abb AF16-30-10-13 50/60 Hz 100-250V,1440.06,MXN,"{""url"":""https://www.grupocoresa.com/contactor-abb-100-250v-50-60hz-4842"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777222.1686049,""category_origin"":""capacitores-transformadores-contactores""}",error,
1959,2025-12-26 19:27:02.185445+00,Grupo Coresa,COR-181201-00002484,Contactor Abb AF16-30-10-13 50/60 Hz 100-250V,1440.06,MXN,"{""url"":""https://www.grupocoresa.com/contactor-abb-100-250v-50-60hz-4842"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777222.1690147,""category_origin"":""capacitores-transformadores-contactores""}",error,
1960,2025-12-26 19:27:02.185445+00,Grupo Coresa,COR-181201-00002495,"Capacitor de Motor para Modelo SMCC1221C,33000018 Mirage 10112121815",15.02,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-motor-para-modelo-smcc1221c-33000018-5942"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777222.1693933,""category_origin"":""capacitores-transformadores-contactores""}",error,
1961,2025-12-26 19:27:02.185445+00,Grupo Coresa,COR-181201-00002495,"Capacitor de Motor para Modelo SMCC1221C,33000018 Mirage 10112121815",15.02,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-motor-para-modelo-smcc1221c-33000018-5942"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777222.1697156,""category_origin"":""capacitores-transformadores-contactores""}",error,
1962,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002504,Capacitor de Trabajo Dual Mars 12766 35/5Mfd 370V,138.12,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-35-5-mfd-370v-4052"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777224.8992586,""category_origin"":""capacitores-transformadores-contactores""}",error,
1963,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002504,Capacitor de Trabajo Dual Mars 12766 35/5Mfd 370V,138.12,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-35-5-mfd-370v-4052"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777224.8996181,""category_origin"":""capacitores-transformadores-contactores""}",error,
1964,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002563,Capacitor de Arranque 100-125 220 1/2 Hp 100-125Mfd 220V,75.97,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-1-2-hp-100-125-mfd-220v-3652"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777224.8999636,""category_origin"":""capacitores-transformadores-contactores""}",error,
1965,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002563,Capacitor de Arranque 100-125 220 1/2 Hp 100-125Mfd 220V,75.97,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-1-2-hp-100-125-mfd-220v-3652"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777224.9002795,""category_origin"":""capacitores-transformadores-contactores""}",error,
1966,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002604,Capacitor de Trabajo Mars 12724 30/7.5Mfd 370V,110.9,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-30-7-5-mfd-370v-4062"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777224.9006307,""category_origin"":""capacitores-transformadores-contactores""}",error,
1967,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002604,Capacitor de Trabajo Mars 12724 30/7.5Mfd 370V,110.9,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-30-7-5-mfd-370v-4062"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777224.9009438,""category_origin"":""capacitores-transformadores-contactores""}",error,
1968,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002663,Capacitor de Trabajo 17.5 370 17.5Mfd 370V,55.87,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-17-5-mfd-370v-3662"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777224.9013186,""category_origin"":""capacitores-transformadores-contactores""}",error,
1969,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002663,Capacitor de Trabajo 17.5 370 17.5Mfd 370V,55.87,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-17-5-mfd-370v-3662"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777224.9016619,""category_origin"":""capacitores-transformadores-contactores""}",error,
1970,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002704,Contactor Mars 17326 2 Polos 30 Amperes Bobina 120V,272.52,MXN,"{""url"":""https://www.grupocoresa.com/contactor-2polos-30amperes-bobina-120v-4072"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777224.9019465,""category_origin"":""capacitores-transformadores-contactores""}",error,
1971,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002704,Contactor Mars 17326 2 Polos 30 Amperes Bobina 120V,272.52,MXN,"{""url"":""https://www.grupocoresa.com/contactor-2polos-30amperes-bobina-120v-4072"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...oPpm"",""scraped_at"":1766777224.902358,""category_origin"":""capacitores-transformadores-contactores""}",error,
1972,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002707,Transformador Dixell DX033-CG050010-00,424.95,MXN,"{""url"":""https://www.grupocoresa.com/transformador-230-12v-tf5-5va-7072"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...oPpm"",""scraped_at"":1766777224.9027028,""category_origin"":""capacitores-transformadores-contactores""}",error,
1973,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002707,Transformador Dixell DX033-CG050010-00,424.95,MXN,"{""url"":""https://www.grupocoresa.com/transformador-230-12v-tf5-5va-7072"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777224.9030206,""category_origin"":""capacitores-transformadores-contactores""}",error,
1974,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002763,Capacitor de Trabajo EC-CM37030 30Mfd 370V,63.58,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-30-mfd-370v-3672"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777224.9033134,""category_origin"":""capacitores-transformadores-contactores""}",error,
1975,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002763,Capacitor de Trabajo EC-CM37030 30Mfd 370V,63.58,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-30-mfd-370v-3672"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777224.9035912,""category_origin"":""capacitores-transformadores-contactores""}",error,
1976,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002804,Contactor Mars 17437 3 Polos 40 Amperes Bobina 220V,508.64,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3polos-40amperes-bobina-220v-4082"",""last_error"":null,""scraped_at"":1766777224.9038744,""category_origin"":""capacitores-transformadores-contactores""}",processed,0ed91855-eed1-41ae-b93d-8a7f79698e9b
1977,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002804,Contactor Mars 17437 3 Polos 40 Amperes Bobina 220V,508.64,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3polos-40amperes-bobina-220v-4082"",""last_error"":null,""scraped_at"":1766777224.9041374,""category_origin"":""capacitores-transformadores-contactores""}",processed,0ed91855-eed1-41ae-b93d-8a7f79698e9b
1978,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002863,Capacitor de Trabajo EC-CM37005 5Mfd 370V,32.0,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-5-mfd-370v-3682"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777224.9044297,""category_origin"":""capacitores-transformadores-contactores""}",error,
1979,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002863,Capacitor de Trabajo EC-CM37005 5Mfd 370V,32.0,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-5-mfd-370v-3682"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777224.9046936,""category_origin"":""capacitores-transformadores-contactores""}",error,
1980,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002963,Capacitor de Trabajo EC-CM37080 80Mfd 370V,140.31,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-80-mfd-370v-3692"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777224.9052045,""category_origin"":""capacitores-transformadores-contactores""}",error,
1981,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002963,Capacitor de Trabajo EC-CM37080 80Mfd 370V,140.31,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-trabajo-80-mfd-370v-3692"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...s1y2"",""scraped_at"":1766777224.9055207,""category_origin"":""capacitores-transformadores-contactores""}",error,
1982,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002977,Relevador de Tiempo Allen-Bradley 88120230,2555.09,MXN,"{""url"":""https://www.grupocoresa.com/relevador-de-tiempo-allen-bradley-700-hrm12ta17-7792"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...oPpm"",""scraped_at"":1766777224.90604,""category_origin"":""capacitores-transformadores-contactores""}",error,
1983,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002977,Relevador de Tiempo Allen-Bradley 88120230,2555.09,MXN,"{""url"":""https://www.grupocoresa.com/relevador-de-tiempo-allen-bradley-700-hrm12ta17-7792"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777224.9063773,""category_origin"":""capacitores-transformadores-contactores""}",error,
1984,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002987,Interruptor Termomagnético IUSA 616635,45.27,MXN,"{""url"":""https://www.grupocoresa.com/interruptor-termomagnetico-1p-15a-7892"",""last_error"":null,""scraped_at"":1766777224.9067194,""category_origin"":""capacitores-transformadores-contactores""}",processed,a9a8679c-2215-4692-a312-2dcdedc220b3
1985,2025-12-26 19:27:04.922289+00,Grupo Coresa,COR-181201-00002987,Interruptor Termomagnético IUSA 616635,45.27,MXN,"{""url"":""https://www.grupocoresa.com/interruptor-termomagnetico-1p-15a-7892"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777224.9070432,""category_origin"":""capacitores-transformadores-contactores""}",error,
1986,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003004,Capacitor de Arranque Mars 11910 108-130Mfd 110V,47.27,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-arranque-108-130-mfd-110v-4003"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.5027983,""category_origin"":""capacitores-transformadores-contactores""}",error,
1987,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003004,Capacitor de Arranque Mars 11910 108-130Mfd 110V,47.27,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-arranque-108-130-mfd-110v-4003"",""last_error"":null,""scraped_at"":1766777228.5031247,""category_origin"":""capacitores-transformadores-contactores""}",processed,028faaab-90b1-491e-b808-9860f76a48b5
1988,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003075,Capacitor de Marcha Copeland 914-0037-51 370V,361.42,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-marcha-70-mfd-370v-5703"",""last_error"":null,""scraped_at"":1766777228.5034878,""category_origin"":""capacitores-transformadores-contactores""}",processed,df43df87-42b6-4585-9b61-652664fb9edc
1989,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003075,Capacitor de Marcha Copeland 914-0037-51 370V,361.42,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-marcha-70-mfd-370v-5703"",""last_error"":null,""scraped_at"":1766777228.5038095,""category_origin"":""capacitores-transformadores-contactores""}",processed,df43df87-42b6-4585-9b61-652664fb9edc
1990,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003077,Transformador 50-115-24 50Va 115-24V,433.92,MXN,"{""url"":""https://www.grupocoresa.com/transformador-50va-115-24v-7703"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777228.504097,""category_origin"":""capacitores-transformadores-contactores""}",error,
1991,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003077,Transformador 50-115-24 50Va 115-24V,433.92,MXN,"{""url"":""https://www.grupocoresa.com/transformador-50va-115-24v-7703"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777228.5043747,""category_origin"":""capacitores-transformadores-contactores""}",error,
1992,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003104,Capacitor de Arranque Mars 11926 540-648Mfd 110V,123.22,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-arranque-540-648-mfd-110v-4013"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.5046751,""category_origin"":""capacitores-transformadores-contactores""}",error,
1993,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003104,Capacitor de Arranque Mars 11926 540-648Mfd 110V,123.22,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-arranque-540-648-mfd-110v-4013"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.5049398,""category_origin"":""capacitores-transformadores-contactores""}",error,
1994,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003116,"Capacitor para SMCC1221D, SMCC1211F Mirage 33010014",28.4,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-para-smcc1221d-smcc1211f-6113"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.505318,""category_origin"":""capacitores-transformadores-contactores""}",error,
1995,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003116,"Capacitor para SMCC1221D, SMCC1211F Mirage 33010014",28.4,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-para-smcc1221d-smcc1211f-6113"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.5056567,""category_origin"":""capacitores-transformadores-contactores""}",error,
1996,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003177,Elevador de Voltaje R-1000W 1000 Watts,144.29,MXN,"{""url"":""https://www.grupocoresa.com/elevador-de-voltaje-1000-watts-7713"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.506,""category_origin"":""capacitores-transformadores-contactores""}",error,
1997,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003177,Elevador de Voltaje R-1000W 1000 Watts,144.29,MXN,"{""url"":""https://www.grupocoresa.com/elevador-de-voltaje-1000-watts-7713"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777228.5063162,""category_origin"":""capacitores-transformadores-contactores""}",error,
1998,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003184,Contactor Emerson 6654-90-160 3 Polos 25 Ampers Bobina 50/60 Hz 24V,610.8,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-25-ampers-bobina-24v-4813"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.506666,""category_origin"":""capacitores-transformadores-contactores""}",error,
1999,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003184,Contactor Emerson 6654-90-160 3 Polos 25 Ampers Bobina 50/60 Hz 24V,610.8,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-25-ampers-bobina-24v-4813"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.5069816,""category_origin"":""capacitores-transformadores-contactores""}",error,
2000,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003204,Capacitor de Trabajo Mars 12904 4Mfd 370V Ovalado,38.58,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-4-mfd-370v-ovalado-4023"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.5072668,""category_origin"":""capacitores-transformadores-contactores""}",error,
2001,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003204,Capacitor de Trabajo Mars 12904 4Mfd 370V Ovalado,38.58,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-4-mfd-370v-ovalado-4023"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.5075417,""category_origin"":""capacitores-transformadores-contactores""}",error,
2002,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003277,Relevador 1/6 MTRP-4208 sin Capacitor,20.39,MXN,"{""url"":""https://www.grupocoresa.com/relevador-1-6-sin-capacitor-7723"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.5078778,""category_origin"":""capacitores-transformadores-contactores""}",error,
2003,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003277,Relevador 1/6 MTRP-4208 sin Capacitor,20.39,MXN,"{""url"":""https://www.grupocoresa.com/relevador-1-6-sin-capacitor-7723"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777228.50819,""category_origin"":""capacitores-transformadores-contactores""}",error,
2004,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003284,Contactor Emerson 6629-90-170 3 Polos 40 Ampers Bobina 50/60 Hz 24V,933.52,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-40-ampers-bobina-24v-4823"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777228.508483,""category_origin"":""capacitores-transformadores-contactores""}",error,
2005,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003284,Contactor Emerson 6629-90-170 3 Polos 40 Ampers Bobina 50/60 Hz 24V,933.52,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-40-ampers-bobina-24v-4823"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777228.5087442,""category_origin"":""capacitores-transformadores-contactores""}",error,
2006,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003304,Capacitor de Trabajo Mars 12725 50Mfd 370V,131.2,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-50-mfd-370v-4033"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...oPpm"",""scraped_at"":1766777228.5090816,""category_origin"":""capacitores-transformadores-contactores""}",error,
2007,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003304,Capacitor de Trabajo Mars 12725 50Mfd 370V,131.2,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-50-mfd-370v-4033"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777228.5094588,""category_origin"":""capacitores-transformadores-contactores""}",error,
2008,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003384,Contactor Emerson 6637-92-469 3 Polos 75 Ampers Bobina 50/60 Hz 220V,5467.18,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-75-ampers-bobina-220v-4833"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777228.5097463,""category_origin"":""capacitores-transformadores-contactores""}",error,
2009,2025-12-26 19:27:08.523069+00,Grupo Coresa,COR-181201-00003384,Contactor Emerson 6637-92-469 3 Polos 75 Ampers Bobina 50/60 Hz 220V,5467.18,MXN,"{""url"":""https://www.grupocoresa.com/contactor-3-polos-75-ampers-bobina-220v-4833"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777228.5100133,""category_origin"":""capacitores-transformadores-contactores""}",error,
2010,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003404,Capacitor de Trabajo Dual Mars 12855 55/7.5Mfd 370V Ovalado,159.45,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-55-7-5-mfd-370v-ovalado-4043"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...oPpm"",""scraped_at"":1766777232.233457,""category_origin"":""capacitores-transformadores-contactores""}",error,
2011,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003404,Capacitor de Trabajo Dual Mars 12855 55/7.5Mfd 370V Ovalado,159.45,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-dual-55-7-5-mfd-370v-ovalado-4043"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777232.2337835,""category_origin"":""capacitores-transformadores-contactores""}",error,
2012,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003463,Capacitor de Arranque 1-252308 252-308Mfd,310.93,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-252-308-mfd-3643"",""last_error"":null,""scraped_at"":1766777232.2344491,""category_origin"":""capacitores-transformadores-contactores""}",processed,952c5634-1b6d-4e7c-9b6e-b1a861c7d784
2013,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003463,Capacitor de Arranque 1-252308 252-308Mfd,310.93,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-252-308-mfd-3643"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...6osK"",""scraped_at"":1766777232.2347758,""category_origin"":""capacitores-transformadores-contactores""}",error,
2014,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003504,Capacitor Estado Sólido Mars 12380 1.0Mfd 450V,19.29,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-estado-solido-1-0-mfd-450v-4053"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777232.23508,""category_origin"":""capacitores-transformadores-contactores""}",error,
2015,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003504,Capacitor Estado Sólido Mars 12380 1.0Mfd 450V,19.29,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-estado-solido-1-0-mfd-450v-4053"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...dEHx"",""scraped_at"":1766777232.2356133,""category_origin"":""capacitores-transformadores-contactores""}",error,
2016,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003563,Capacitor de Arranque CA2?108?130 1/2 Hp 108-130Mfd 220V,65.33,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-1-2-hp-108-130-mfd-220v-3653"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777232.235913,""category_origin"":""capacitores-transformadores-contactores""}",error,
2017,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003563,Capacitor de Arranque CA2?108?130 1/2 Hp 108-130Mfd 220V,65.33,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-arranque-1-2-hp-108-130-mfd-220v-3653"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777232.2361803,""category_origin"":""capacitores-transformadores-contactores""}",error,
2018,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003584,Contactor Square D 8910DPA53V09 3 Polos 50 Ampers Bobina 220V,2795.67,MXN,"{""url"":""https://www.grupocoresa.com/contactor-50amp-3-polos-bobina-220v-4853"",""last_error"":null,""scraped_at"":1766777232.2364862,""category_origin"":""capacitores-transformadores-contactores""}",processed,41144772-57d2-4166-8fd7-73995d334056
2019,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003584,Contactor Square D 8910DPA53V09 3 Polos 50 Ampers Bobina 220V,2795.67,MXN,"{""url"":""https://www.grupocoresa.com/contactor-50amp-3-polos-bobina-220v-4853"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777232.2367506,""category_origin"":""capacitores-transformadores-contactores""}",error,
2020,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003604,Capacitor de Trabajo Mars 12729 70Mfd 370V,222.53,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-70-mfd-370v-4063"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...CDCo"",""scraped_at"":1766777232.237034,""category_origin"":""capacitores-transformadores-contactores""}",error,
2021,2025-12-26 19:27:12.269192+00,Grupo Coresa,COR-181201-00003604,Capacitor de Trabajo Mars 12729 70Mfd 370V,222.53,MXN,"{""url"":""https://www.grupocoresa.com/capacitor-de-trabajo-70-mfd-370v-4063"",""last_error"":""Groq falló tras 3 reintentos con rotación. Último error: Rate Limit en Key ...lXrU"",""scraped_at"":1766777232.237326,""category_origin"":""capacitores-transformadores-contactores""}",error,
