sku,precio,proveedor,sku_original,url,scraped_at,raw_id
TU-AIS-KFL-037,72.13,Grupo Coresa,COR-181201-00006364,,2025-12-26 19:26:38.120452+00,1756
TU-AIS-KFL-037,72.13,Grupo Coresa,COR-181201-00006364,,2025-12-26 19:26:38.120452+00,1757
TU-AIS-KFL-038,196.65,Grupo Coresa,COR-181201-00006464,,2025-12-26 19:26:38.120452+00,1758
TU-AIS-KFL-038,196.65,Grupo Coresa,COR-181201-00006464,,2025-12-26 19:26:38.120452+00,1759
TU-AIS-KFL-039,77.4,Grupo Coresa,COR-181201-00006564,,2025-12-26 19:26:38.120452+00,1760
TU-AIS-KFL-039,77.4,Grupo Coresa,COR-181201-00006564,,2025-12-26 19:26:38.120452+00,1761
TU-AIS-KFL-040,242.27,Grupo Coresa,COR-181201-00006664,,2025-12-26 19:26:38.120452+00,1762
TU-AIS-KFL-040,242.27,Grupo Coresa,COR-181201-00006664,,2025-12-26 19:26:38.120452+00,1763
TU-AIS-KFL-041,236.11,Grupo Coresa,COR-181201-00006764,,2025-12-26 19:26:38.120452+00,1764
TU-AIS-KFL-041,236.11,Grupo Coresa,COR-181201-00006764,,2025-12-26 19:26:38.120452+00,1765
TU-AIS-KFL-042,82.43,Grupo Coresa,COR-181201-00006864,,2025-12-26 19:26:38.120452+00,1766
TU-AIS-KFL-042,82.43,Grupo Coresa,COR-181201-00006864,,2025-12-26 19:26:38.120452+00,1767
TU-AIS-KFL-043,207.34,Grupo Coresa,COR-181201-00006964,,2025-12-26 19:26:38.120452+00,1768
TU-AIS-KFL-043,207.34,Grupo Coresa,COR-181201-00006964,,2025-12-26 19:26:38.120452+00,1769
TU-AIS-KFL-044,30.47,Grupo Coresa,COR-181201-00007364,,2025-12-26 19:26:41.325295+00,1770
TU-AIS-KFL-044,30.47,Grupo Coresa,COR-181201-00007364,,2025-12-26 19:26:41.325295+00,1771
TU-AIS-KFL-045,61.17,Grupo Coresa,COR-181201-00007464,,2025-12-26 19:26:41.325295+00,1772
TU-AIS-KFL-045,61.17,Grupo Coresa,COR-181201-00007464,,2025-12-26 19:26:41.325295+00,1773
TU-AIS-KFL-046,90.99,Grupo Coresa,COR-181201-00007664,,2025-12-26 19:26:41.325295+00,1774
TU-AIS-KFL-046,90.99,Grupo Coresa,COR-181201-00007664,,2025-12-26 19:26:41.325295+00,1775
TU-AIS-KFL-047,236.19,Grupo Coresa,COR-181201-00007864,,2025-12-26 19:26:41.325295+00,1776
TU-AIS-KFL-047,236.19,Grupo Coresa,COR-181201-00007864,,2025-12-26 19:26:41.325295+00,1777
TU-AIS-KFL-048,159.6,Grupo Coresa,COR-181201-00007964,,2025-12-26 19:26:41.325295+00,1778
TU-AIS-KFL-048,159.6,Grupo Coresa,COR-181201-00007964,,2025-12-26 19:26:41.325295+00,1779
TU-AIS-KFL-049,49.76,Grupo Coresa,COR-181201-00008364,,2025-12-26 19:26:41.325295+00,1780
TU-AIS-KFL-049,49.76,Grupo Coresa,COR-181201-00008364,,2025-12-26 19:26:41.325295+00,1781
TU-AIS-KFL-050,101.07,Grupo Coresa,COR-181201-00008464,,2025-12-26 19:26:41.325295+00,1782
TU-AIS-KFL-050,101.07,Grupo Coresa,COR-181201-00008464,,2025-12-26 19:26:41.325295+00,1783
TU-AIS-KFL-051,145.36,Grupo Coresa,COR-181201-00008564,,2025-12-26 19:26:41.325295+00,1784
TU-AIS-KFL-051,145.36,Grupo Coresa,COR-181201-00008564,,2025-12-26 19:26:41.325295+00,1785
TU-AIS-KFL-052,594.36,Grupo Coresa,COR-181201-00008664,,2025-12-26 19:26:41.325295+00,1786
TU-AIS-KFL-052,594.36,Grupo Coresa,COR-181201-00008664,,2025-12-26 19:26:41.325295+00,1787
TU-AIS-KFL-053,115.72,Grupo Coresa,COR-181201-00008864,,2025-12-26 19:26:41.325295+00,1788
TU-AIS-KFL-053,115.72,Grupo Coresa,COR-181201-00008864,,2025-12-26 19:26:41.325295+00,1789
TU-AIS-KFL-054,200.29,Grupo Coresa,COR-181201-00008964,,2025-12-26 19:26:41.325295+00,1790
TU-AIS-KFL-054,200.29,Grupo Coresa,COR-181201-00008964,,2025-12-26 19:26:41.325295+00,1791
TU-AIS-KFL-055,83.31,Grupo Coresa,COR-181201-00009364,,2025-12-26 19:26:41.325295+00,1792
TU-AIS-KFL-055,83.31,Grupo Coresa,COR-181201-00009364,,2025-12-26 19:26:41.325295+00,1793
TU-AIS-KFL-056,55.47,Grupo Coresa,COR-181201-00009564,,2025-12-26 19:26:44.495931+00,1794
TU-AIS-KFL-056,55.47,Grupo Coresa,COR-181201-00009564,,2025-12-26 19:26:44.495931+00,1795
TU-AIS-KFL-057,171.01,Grupo Coresa,COR-181201-00009664,,2025-12-26 19:26:44.495931+00,1796
TU-AIS-KFL-057,171.01,Grupo Coresa,COR-181201-00009664,,2025-12-26 19:26:44.495931+00,1797
TU-AIS-KFL-058,226.26,Grupo Coresa,COR-181201-00009864,,2025-12-26 19:26:44.495931+00,1798
TU-AIS-KFL-058,226.26,Grupo Coresa,COR-181201-00009864,,2025-12-26 19:26:44.495931+00,1799
TU-AIS-KFL-059,324.92,Grupo Coresa,COR-181201-00009964,,2025-12-26 19:26:44.495931+00,1800
TU-AIS-KFL-059,324.92,Grupo Coresa,COR-181201-00009964,,2025-12-26 19:26:44.495931+00,1801
TU-AIS-OWE-001,217.37,Grupo Coresa,COR-190114-00004789,https://www.grupocoresa.com/thermasmart-pro-3-1-8-x-1-largo-2-mts-9874,2025-12-26 19:26:44.495931+00,1802
TU-AIS-OWE-001,217.37,Grupo Coresa,COR-190114-00004789,https://www.grupocoresa.com/thermasmart-pro-3-1-8-x-1-largo-2-mts-9874,2025-12-26 19:26:44.495931+00,1803
TU-AIS-KFL-060,483.04,Grupo Coresa,COR-190403-00041301,,2025-12-26 19:26:44.495931+00,1804
TU-AIS-KFL-060,483.04,Grupo Coresa,COR-190403-00041301,,2025-12-26 19:26:44.495931+00,1805
TU-AIS-KFL-061,361.57,Grupo Coresa,COR-200902-00051221,,2025-12-26 19:26:44.495931+00,1806
TU-AIS-KFL-061,361.57,Grupo Coresa,COR-200902-00051221,,2025-12-26 19:26:44.495931+00,1807
TU-AIS-KFL-062,224.22,Grupo Coresa,COR-20220805-00089631,,2025-12-26 19:26:44.495931+00,1808
TU-AIS-KFL-062,224.22,Grupo Coresa,COR-20220805-00089631,,2025-12-26 19:26:44.495931+00,1809
TU-SOP-KFL-001,234.96,Grupo Coresa,COR-211127-00080231,https://www.grupocoresa.com/soporte-para-tuberia-2-1-8-x-1-13208,2025-12-26 19:26:44.495931+00,1810
TU-SOP-KFL-001,234.96,Grupo Coresa,COR-211127-00080231,https://www.grupocoresa.com/soporte-para-tuberia-2-1-8-x-1-13208,2025-12-26 19:26:44.495931+00,1811
TU-SOP-KFL-002,149.01,Grupo Coresa,COR-211127-00090231,https://www.grupocoresa.com/soporte-para-tuberia-7-8-x-1-13209,2025-12-26 19:26:44.495931+00,1812
TU-SOP-KFL-002,149.01,Grupo Coresa,COR-211127-00090231,https://www.grupocoresa.com/soporte-para-tuberia-7-8-x-1-13209,2025-12-26 19:26:44.495931+00,1813
RE-BOM-ASP-001,2470.17,Grupo Coresa,COR-181201-00000034,https://www.grupocoresa.com/bomba-de-condensados-mini-naranja-univolt-aspen-2tr-4300,2025-12-26 19:26:44.81459+00,1814
RE-BOM-ASP-001,2470.17,Grupo Coresa,COR-181201-00000034,https://www.grupocoresa.com/bomba-de-condensados-mini-naranja-univolt-aspen-2tr-4300,2025-12-26 19:26:44.81459+00,1815
RE-BOM-ASP-002,2267.82,Grupo Coresa,COR-181201-00001034,https://www.grupocoresa.com/bomba-de-condensados-mini-blanca-aspen-230v-60hz-2tr-4301,2025-12-26 19:26:44.81459+00,1816
RE-BOM-ASP-002,2267.82,Grupo Coresa,COR-181201-00001034,https://www.grupocoresa.com/bomba-de-condensados-mini-blanca-aspen-230v-60hz-2tr-4301,2025-12-26 19:26:44.81459+00,1817
RE-BOM-ASP-003,3686.74,Grupo Coresa,COR-181201-00002034,https://www.grupocoresa.com/bomba-de-condensado-maxi-naranja-aspen-5-ton-230-1-60v-4302,2025-12-26 19:26:44.81459+00,1818
RE-BOM-ASP-003,3686.74,Grupo Coresa,COR-181201-00002034,https://www.grupocoresa.com/bomba-de-condensado-maxi-naranja-aspen-5-ton-230-1-60v-4302,2025-12-26 19:26:44.81459+00,1819
RE-BOM-ASP-001,2310.35,Grupo Coresa,COR-181201-00003034,https://www.grupocoresa.com/bomba-de-condensado-mini-naranja-aspen-2-ton-230-1-60v-4303,2025-12-26 19:26:44.81459+00,1820
RE-BOM-ASP-001,2310.35,Grupo Coresa,COR-181201-00003034,https://www.grupocoresa.com/bomba-de-condensado-mini-naranja-aspen-2-ton-230-1-60v-4303,2025-12-26 19:26:44.81459+00,1821
RE-BOM-ASP-004,2738.09,Grupo Coresa,COR-181201-00005034,https://www.grupocoresa.com/mini-bomba-aqua-aspen-230v-60hz-2-ton-4305,2025-12-26 19:26:44.81459+00,1822
RE-BOM-ASP-004,2738.09,Grupo Coresa,COR-181201-00005034,https://www.grupocoresa.com/mini-bomba-aqua-aspen-230v-60hz-2-ton-4305,2025-12-26 19:26:44.81459+00,1823
RE-BOM-DIV-001,2400.68,Grupo Coresa,COR-181201-00007875,https://www.grupocoresa.com/bomba-para-condensador-220v-5787,2025-12-26 19:26:44.81459+00,1824
RE-BOM-DIV-001,2400.68,Grupo Coresa,COR-181201-00007875,https://www.grupocoresa.com/bomba-para-condensador-220v-5787,2025-12-26 19:26:44.81459+00,1825
RE-BOM-DIV-002,2971.61,Grupo Coresa,COR-181201-00008875,https://www.grupocoresa.com/bomba-para-minisplit-5788,2025-12-26 19:26:44.81459+00,1826
RE-BOM-DIV-002,2971.61,Grupo Coresa,COR-181201-00008875,https://www.grupocoresa.com/bomba-para-minisplit-5788,2025-12-26 19:26:44.81459+00,1827
RE-BOM-AVA-001,1784.17,Grupo Coresa,COR-200306-00083611,https://www.grupocoresa.com/bomba-de-condensado-de-110-220v-11638,2025-12-26 19:26:44.81459+00,1828
RE-BOM-AVA-001,1784.17,Grupo Coresa,COR-200306-00083611,https://www.grupocoresa.com/bomba-de-condensado-de-110-220v-11638,2025-12-26 19:26:44.81459+00,1829
RE-BOM-LGI-001,2982.27,Grupo Coresa,COR-240520-00005751,https://www.grupocoresa.com/bomba-sumergible-utilitaria-serie-1-para-transferencia-de-agua-recirculacion-fuentes-cascadas-y-arroyos-residenciales-marca-little-giant-modelo-1-127v-1-150-hp,2025-12-26 19:26:44.81459+00,1830
RE-BOM-LGI-001,2982.27,Grupo Coresa,COR-240520-00005751,https://www.grupocoresa.com/bomba-sumergible-utilitaria-serie-1-para-transferencia-de-agua-recirculacion-fuentes-cascadas-y-arroyos-residenciales-marca-little-giant-modelo-1-127v-1-150-hp,2025-12-26 19:26:44.81459+00,1831
RE-BOM-LGI-002,1154.7,Grupo Coresa,COR-240611-00065851,https://www.grupocoresa.com/bomba-little-giant-cp1-115-para-enfriadores-evaporativos-y-aire-acondicionado-1-70-hp-115-v,2025-12-26 19:26:44.81459+00,1832
RE-BOM-LGI-002,1154.7,Grupo Coresa,COR-240611-00065851,https://www.grupocoresa.com/bomba-little-giant-cp1-115-para-enfriadores-evaporativos-y-aire-acondicionado-1-70-hp-115-v,2025-12-26 19:26:44.81459+00,1833
RE-BOM-DIV-003,2054.28,Grupo Coresa,COR-250808-00048861,https://www.grupocoresa.com/bomba-para-condensador-diversitech-ultracp-22t-110v,2025-12-26 19:26:44.81459+00,1834
RE-BOM-DIV-003,2054.28,Grupo Coresa,COR-250808-00048861,https://www.grupocoresa.com/bomba-para-condensador-diversitech-ultracp-22t-110v,2025-12-26 19:26:44.81459+00,1835
RE-BOM-DIV-004,2052.09,Grupo Coresa,COR-230202-00091241,https://www.grupocoresa.com/bomba-para-condensador-diversitech-tp-cp-20t-110v,2025-12-26 19:26:44.81459+00,1836
RE-BOM-DIV-004,2052.09,Grupo Coresa,COR-230202-00091241,https://www.grupocoresa.com/bomba-para-condensador-diversitech-tp-cp-20t-110v,2025-12-26 19:26:44.81459+00,1837
RE-BOM-LGI-003,1651.25,Grupo Coresa,COR-240425-00030751,https://www.grupocoresa.com/bomba-para-aire-acondicionado-marca-little-giant-modelo-cp2-230-para-uso-en-enfriadores-evaporativos-230v-1-50,2025-12-26 19:26:47.660413+00,1838
RE-BOM-LGI-003,1651.25,Grupo Coresa,COR-240425-00030751,https://www.grupocoresa.com/bomba-para-aire-acondicionado-marca-little-giant-modelo-cp2-230-para-uso-en-enfriadores-evaporativos-230v-1-50,2025-12-26 19:26:47.660413+00,1839
RE-BOM-CON-001,1912.65,Grupo Coresa,COR-240524-00058751,https://www.grupocoresa.com/bomba-condensadora-condens8-cp8-2tr-110-220v,2025-12-26 19:26:47.660413+00,1840
RE-BOM-CON-001,1912.65,Grupo Coresa,COR-240524-00058751,https://www.grupocoresa.com/bomba-condensadora-condens8-cp8-2tr-110-220v,2025-12-26 19:26:47.660413+00,1841
EL-CAP-COP-001,84.56,Grupo Coresa,COR-181201-00000075,https://www.grupocoresa.com/capacitor-de-marcha-35-mfd-440v-5700,2025-12-26 19:26:48.137516+00,1842
EL-CAP-COP-001,84.56,Grupo Coresa,COR-181201-00000075,https://www.grupocoresa.com/capacitor-de-marcha-35-mfd-440v-5700,2025-12-26 19:26:48.137516+00,1843
EL-REL-SCH-001,198.53,Grupo Coresa,COR-181201-00000087,https://www.grupocoresa.com/relevador-schrack-220v-11-puntas-7800,2025-12-26 19:26:48.137516+00,1844
EL-REL-SCH-001,198.53,Grupo Coresa,COR-181201-00000087,https://www.grupocoresa.com/relevador-schrack-220v-11-puntas-7800,2025-12-26 19:26:48.137516+00,1845
EL-CAP-MAR-001,101.73,Grupo Coresa,COR-181201-00000104,https://www.grupocoresa.com/capacitor-de-arranque-378-440-mfd-110v-4010,2025-12-26 19:26:48.137516+00,1846
EL-CAP-MAR-001,101.73,Grupo Coresa,COR-181201-00000104,https://www.grupocoresa.com/capacitor-de-arranque-378-440-mfd-110v-4010,2025-12-26 19:26:48.137516+00,1847
EL-CAP-MIR-001,39.46,Grupo Coresa,COR-181201-00000116,https://www.grupocoresa.com/capacitor-15mfd-250v-para-macc0511j-6110,2025-12-26 19:26:48.137516+00,1848
EL-CAP-MIR-001,39.46,Grupo Coresa,COR-181201-00000116,https://www.grupocoresa.com/capacitor-15mfd-250v-para-macc0511j-6110,2025-12-26 19:26:48.137516+00,1849
EL-TRA-GEN-001,469.24,Grupo Coresa,COR-181201-00000177,https://www.grupocoresa.com/transformador-75va-440-220v-7710,2025-12-26 19:26:48.137516+00,1850
EL-TRA-GEN-001,469.24,Grupo Coresa,COR-181201-00000177,https://www.grupocoresa.com/transformador-75va-440-220v-7710,2025-12-26 19:26:48.137516+00,1851
EL-CAP-MAR-002,233.06,Grupo Coresa,COR-181201-00000204,https://www.grupocoresa.com/capacitor-de-arranque-270-324-mfd-330v-copeland-304-014000610-4020,2025-12-26 19:26:48.137516+00,1852
EL-CAP-MAR-002,233.06,Grupo Coresa,COR-181201-00000204,https://www.grupocoresa.com/capacitor-de-arranque-270-324-mfd-330v-copeland-304-014000610-4020,2025-12-26 19:26:48.137516+00,1853
EL-CON-EME-001,662.33,Grupo Coresa,COR-181201-00000284,https://www.grupocoresa.com/contactor-2-polos-40-ampers-bobina-24v-4820,2025-12-26 19:26:48.137516+00,1854
EL-CON-EME-001,662.33,Grupo Coresa,COR-181201-00000284,https://www.grupocoresa.com/contactor-2-polos-40-ampers-bobina-24v-4820,2025-12-26 19:26:48.137516+00,1855
EL-CAP-MAR-003,139.65,Grupo Coresa,COR-181201-00000304,https://www.grupocoresa.com/capacitor-de-trabajo-40-mfd-370v-4030,2025-12-26 19:26:48.137516+00,1856
EL-CAP-MAR-003,139.65,Grupo Coresa,COR-181201-00000304,https://www.grupocoresa.com/capacitor-de-trabajo-40-mfd-370v-4030,2025-12-26 19:26:48.137516+00,1857
EL-CON-EME-002,2234.19,Grupo Coresa,COR-181201-00000384,https://www.grupocoresa.com/contactor-3-polos-60-ampers-bobina-110v-4830,2025-12-26 19:26:48.137516+00,1858
EL-CAP-MAR-004,151.72,Grupo Coresa,COR-181201-00000404,https://www.grupocoresa.com/capacitor-de-trabajo-60-mfd-370v-4040,2025-12-26 19:26:48.137516+00,1860
EL-CAP-MAR-004,151.72,Grupo Coresa,COR-181201-00000404,https://www.grupocoresa.com/capacitor-de-trabajo-60-mfd-370v-4040,2025-12-26 19:26:48.137516+00,1861
EL-CAP-GEN-001,59.86,Grupo Coresa,COR-181201-00000463,https://www.grupocoresa.com/capacitor-arranque-1-2-hp-216-259-mfd-110v-3640,2025-12-26 19:26:48.137516+00,1862
EL-CAP-GEN-001,59.86,Grupo Coresa,COR-181201-00000463,https://www.grupocoresa.com/capacitor-arranque-1-2-hp-216-259-mfd-110v-3640,2025-12-26 19:26:48.137516+00,1863
EL-CON-SQD-001,1280.07,Grupo Coresa,COR-181201-00000484,https://www.grupocoresa.com/contacto-auxiliar-squard-9999d11-50-90-amp-4840,2025-12-26 19:26:48.137516+00,1864
EL-CAP-MAR-005,98.22,Grupo Coresa,COR-181201-00000504,https://www.grupocoresa.com/capacitor-de-trabajo-dual-25-5-mfd-370v-4050,2025-12-26 19:26:51.75366+00,1866
EL-CAP-MAR-005,98.22,Grupo Coresa,COR-181201-00000504,https://www.grupocoresa.com/capacitor-de-trabajo-dual-25-5-mfd-370v-4050,2025-12-26 19:26:51.75366+00,1867
EL-CAP-GEN-002,93.74,Grupo Coresa,COR-181201-00000563,https://www.grupocoresa.com/capacitor-arranque-1-1-1-2-hp-590-708-mfd-110v-3650,2025-12-26 19:26:51.75366+00,1868
EL-CAP-GEN-002,93.74,Grupo Coresa,COR-181201-00000563,https://www.grupocoresa.com/capacitor-arranque-1-1-1-2-hp-590-708-mfd-110v-3650,2025-12-26 19:26:51.75366+00,1869
EL-CON-SQD-002,1426.22,Grupo Coresa,COR-181201-00000584,https://www.grupocoresa.com/contactor-40amp-3-polos-bobina-220v-4850,2025-12-26 19:26:51.75366+00,1870
EL-CON-SQD-002,1426.22,Grupo Coresa,COR-181201-00000584,https://www.grupocoresa.com/contactor-40amp-3-polos-bobina-220v-4850,2025-12-26 19:26:51.75366+00,1871
EL-CAP-MAR-006,50.87,Grupo Coresa,COR-181201-00000604,https://www.grupocoresa.com/capacitor-estado-solido-5-0-mfd-450v-4060,2025-12-26 19:26:51.75366+00,1872
EL-CAP-MAR-006,50.87,Grupo Coresa,COR-181201-00000604,https://www.grupocoresa.com/capacitor-estado-solido-5-0-mfd-450v-4060,2025-12-26 19:26:51.75366+00,1873
EL-CAP-GEN-003,46.92,Grupo Coresa,COR-181201-00000663,https://www.grupocoresa.com/capacitor-trabajo-12-5-mfd-370v-3660,2025-12-26 19:26:51.75366+00,1874
EL-CAP-GEN-003,46.92,Grupo Coresa,COR-181201-00000663,https://www.grupocoresa.com/capacitor-trabajo-12-5-mfd-370v-3660,2025-12-26 19:26:51.75366+00,1875
EL-CON-SQD-003,4967.85,Grupo Coresa,COR-181201-00000684,https://www.grupocoresa.com/contactor-90amp-3-polos-bobina-220v-4860,2025-12-26 19:26:51.75366+00,1876
EL-CON-SQD-003,4967.85,Grupo Coresa,COR-181201-00000684,https://www.grupocoresa.com/contactor-90amp-3-polos-bobina-220v-4860,2025-12-26 19:26:51.75366+00,1877
EL-CAP-GEN-004,59.69,Grupo Coresa,COR-181201-00000763,https://www.grupocoresa.com/capacitor-trabajo-25-5-mfd-440v-3670,2025-12-26 19:26:51.75366+00,1878
EL-CAP-GEN-004,59.69,Grupo Coresa,COR-181201-00000763,https://www.grupocoresa.com/capacitor-trabajo-25-5-mfd-440v-3670,2025-12-26 19:26:51.75366+00,1879
EL-CON-MAR-001,508.2,Grupo Coresa,COR-181201-00000804,https://www.grupocoresa.com/contactor-3polos-40amperes-bobina-24v-4080,2025-12-26 19:26:51.75366+00,1880
EL-CON-MAR-001,508.2,Grupo Coresa,COR-181201-00000804,https://www.grupocoresa.com/contactor-3polos-40amperes-bobina-24v-4080,2025-12-26 19:26:51.75366+00,1881
EL-CAP-GEN-005,78.04,Grupo Coresa,COR-181201-00000863,https://www.grupocoresa.com/capacitor-trabajo-45-mfd-370v-3680,2025-12-26 19:26:51.75366+00,1882
EL-CAP-GEN-005,78.04,Grupo Coresa,COR-181201-00000863,https://www.grupocoresa.com/capacitor-trabajo-45-mfd-370v-3680,2025-12-26 19:26:51.75366+00,1883
EL-CAP-GEN-006,126.72,Grupo Coresa,COR-181201-00000963,https://www.grupocoresa.com/capacitor-trabajo-70-mfd-370v-3690,2025-12-26 19:26:51.75366+00,1884
EL-CAP-GEN-006,126.72,Grupo Coresa,COR-181201-00000963,https://www.grupocoresa.com/capacitor-trabajo-70-mfd-370v-3690,2025-12-26 19:26:51.75366+00,1885
EL-CAP-COP-002,659.6,Grupo Coresa,COR-181201-00001075,https://www.grupocoresa.com/capacitor-de-marcha-50-mfd-440v-5701,2025-12-26 19:26:51.75366+00,1886
EL-CAP-COP-002,659.6,Grupo Coresa,COR-181201-00001075,https://www.grupocoresa.com/capacitor-de-marcha-50-mfd-440v-5701,2025-12-26 19:26:51.75366+00,1887
EL-TRA-GEN-002,417.58,Grupo Coresa,COR-181201-00001077,https://www.grupocoresa.com/transformador-40va-115-24v-7701,2025-12-26 19:26:51.75366+00,1888
EL-TRA-GEN-002,417.58,Grupo Coresa,COR-181201-00001077,https://www.grupocoresa.com/transformador-40va-115-24v-7701,2025-12-26 19:26:51.75366+00,1889
EL-REL-SCH-002,162.24,Grupo Coresa,COR-181201-00001087,https://www.grupocoresa.com/relevador-schrack-24v-11-puntas-7801,2025-12-26 19:26:54.144536+00,1890
EL-REL-SCH-002,162.24,Grupo Coresa,COR-181201-00001087,https://www.grupocoresa.com/relevador-schrack-24v-11-puntas-7801,2025-12-26 19:26:54.144536+00,1891
EL-CAP-MAR-007,115.54,Grupo Coresa,COR-181201-00001104,https://www.grupocoresa.com/capacitor-de-arranque-400-480-mfd-110v-4011,2025-12-26 19:26:54.144536+00,1892
EL-CAP-MAR-007,115.54,Grupo Coresa,COR-181201-00001104,https://www.grupocoresa.com/capacitor-de-arranque-400-480-mfd-110v-4011,2025-12-26 19:26:54.144536+00,1893
EL-TRA-GEN-003,435.74,Grupo Coresa,COR-181201-00001177,https://www.grupocoresa.com/transformador-75va-440-24v-7711,2025-12-26 19:26:54.144536+00,1894
EL-TRA-GEN-003,435.74,Grupo Coresa,COR-181201-00001177,https://www.grupocoresa.com/transformador-75va-440-24v-7711,2025-12-26 19:26:54.144536+00,1895
EL-CON-EME-003,5467.18,Grupo Coresa,COR-181201-00001184,https://www.grupocoresa.com/contactor-3-polos-75-ampers-bobina-24v-4811,2025-12-26 19:26:54.144536+00,1896
EL-CON-EME-003,5467.18,Grupo Coresa,COR-181201-00001184,https://www.grupocoresa.com/contactor-3-polos-75-ampers-bobina-24v-4811,2025-12-26 19:26:54.144536+00,1897
EL-CAP-MAR-008,34.86,Grupo Coresa,COR-181201-00001204,https://www.grupocoresa.com/capacitor-de-trabajo-2-mfd-370v-ovalado-4021,2025-12-26 19:26:54.144536+00,1898
EL-CAP-MAR-008,34.86,Grupo Coresa,COR-181201-00001204,https://www.grupocoresa.com/capacitor-de-trabajo-2-mfd-370v-ovalado-4021,2025-12-26 19:26:54.144536+00,1899
EL-REL-GEN-001,12.24,Grupo Coresa,COR-181201-00001277,https://www.grupocoresa.com/relevador-1-8-hp-sin-capacitor-7721,2025-12-26 19:26:54.144536+00,1900
EL-REL-GEN-001,12.24,Grupo Coresa,COR-181201-00001277,https://www.grupocoresa.com/relevador-1-8-hp-sin-capacitor-7721,2025-12-26 19:26:54.144536+00,1901
EL-CON-EME-004,662.33,Grupo Coresa,COR-181201-00001284,https://www.grupocoresa.com/contactor-2-polos-40-ampers-bobina-120v-4821,2025-12-26 19:26:54.144536+00,1902
EL-CON-EME-004,662.33,Grupo Coresa,COR-181201-00001284,https://www.grupocoresa.com/contactor-2-polos-40-ampers-bobina-120v-4821,2025-12-26 19:26:54.144536+00,1903
EL-CAP-MAR-009,148.64,Grupo Coresa,COR-181201-00001304,https://www.grupocoresa.com/capacitor-de-trabajo-45-mfd-370v-4031,2025-12-26 19:26:54.144536+00,1904
EL-CAP-MAR-009,148.64,Grupo Coresa,COR-181201-00001304,https://www.grupocoresa.com/capacitor-de-trabajo-45-mfd-370v-4031,2025-12-26 19:26:54.144536+00,1905
EL-CON-EME-005,2628.47,Grupo Coresa,COR-181201-00001384,https://www.grupocoresa.com/contactor-3-polos-60-ampers-bobina-220v-4831,2025-12-26 19:26:54.144536+00,1906
EL-CON-EME-005,2628.47,Grupo Coresa,COR-181201-00001384,https://www.grupocoresa.com/contactor-3-polos-60-ampers-bobina-220v-4831,2025-12-26 19:26:54.144536+00,1907
EL-CAP-MIR-005,17.04,Grupo Coresa,COR-181201-00001395,https://www.grupocoresa.com/capacitor-5mfd-para-motor-450v-para-modelo-cpc121b-cjf121-5931,2025-12-26 19:26:54.144536+00,1908
EL-CAP-MIR-005,17.04,Grupo Coresa,COR-181201-00001395,https://www.grupocoresa.com/capacitor-5mfd-para-motor-450v-para-modelo-cpc121b-cjf121-5931,2025-12-26 19:26:54.144536+00,1909
EL-CAP-MAR-017,247.96,Grupo Coresa,COR-181201-00001404,https://www.grupocoresa.com/capacitor-de-trabajo-80-mfd-370v-ovalado-4041,2025-12-26 19:26:54.144536+00,1910
EL-CAP-MAR-017,247.96,Grupo Coresa,COR-181201-00001404,https://www.grupocoresa.com/capacitor-de-trabajo-80-mfd-370v-ovalado-4041,2025-12-26 19:26:54.144536+00,1911
EL-CAP-GEN-013,60.73,Grupo Coresa,COR-181201-00001463,https://www.grupocoresa.com/capacitor-arranque-1-2-hp-233-280-mfd-110v-3641,2025-12-26 19:26:54.144536+00,1912
EL-CAP-GEN-013,60.73,Grupo Coresa,COR-181201-00001463,https://www.grupocoresa.com/capacitor-arranque-1-2-hp-233-280-mfd-110v-3641,2025-12-26 19:26:54.144536+00,1913
EL-CAP-MAR-018,104.7,Grupo Coresa,COR-181201-00001504,https://www.grupocoresa.com/capacitor-de-trabajo-dual-30-5-mfd-370v-4051,2025-12-26 19:26:58.381974+00,1914
EL-CAP-MAR-018,104.7,Grupo Coresa,COR-181201-00001504,https://www.grupocoresa.com/capacitor-de-trabajo-dual-30-5-mfd-370v-4051,2025-12-26 19:26:58.381974+00,1915
EL-CAP-MIR-006,17.04,Grupo Coresa,COR-181201-00001506,https://www.grupocoresa.com/capacitor-para-motor-para-cpc090b-cpf090b-6051,2025-12-26 19:26:58.381974+00,1916
EL-CAP-MIR-006,17.04,Grupo Coresa,COR-181201-00001506,https://www.grupocoresa.com/capacitor-para-motor-para-cpc090b-cpf090b-6051,2025-12-26 19:26:58.381974+00,1917
EL-CAP-GEN-014,25.32,Grupo Coresa,COR-181201-00001563,https://www.grupocoresa.com/capacitor-arranque-1-8-hp-80-108-mfd-110v-3651,2025-12-26 19:26:58.381974+00,1918
EL-CAP-GEN-014,25.32,Grupo Coresa,COR-181201-00001563,https://www.grupocoresa.com/capacitor-arranque-1-8-hp-80-108-mfd-110v-3651,2025-12-26 19:26:58.381974+00,1919
EL-CON-SQD-005,2395.6,Grupo Coresa,COR-181201-00001584,https://www.grupocoresa.com/contactor-40amp-3-polos-bobina-24v-4851,2025-12-26 19:26:58.381974+00,1920
EL-CON-SQD-005,2395.6,Grupo Coresa,COR-181201-00001584,https://www.grupocoresa.com/contactor-40amp-3-polos-bobina-24v-4851,2025-12-26 19:26:58.381974+00,1921
